X,Y,OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID
-9822381.40663821,4881430.32841843,7969,Permit Parking Only,"12"" X 18""", ,Streetlight,2014,Parking, ,PPO,Champaign,8535,,AERIAL,I,,6125,,{7BE0209D-8CE7-4E30-853F-8EA960D0F5B7}
-9822323.54847681,4881381.16387007,7970,Permit Parking Only,"12"" X 18""", ,Streetlight, ,Parking, ,PPO,Champaign,8537,,AERIAL,I,,6126,,{D8398DF0-6225-44C9-AD0A-EA40D29BD068}
-9822333.34046924,4881278.1047799,7971,Permit Parking Only,"12"" X 18""", ,Punched Telespar, ,Parking, ,PPO,Champaign,8538,,AERIAL,I,,6043,,{B266C998-2164-4FEA-9C83-811766D39345}
-9822435.03318716,4881277.8303716,7972,Permit Parking Only,"12"" X 18""", ,Punched Telespar, ,Parking, ,PPO,Champaign,8539,,AERIAL,I,,6044,,{40CCE4EF-37C8-48F9-B83E-76C696F111B0}
-9822341.62255015,4881252.2290973,7973,Permit Parking Only,"12"" X 18""", ,Punched Telespar, ,Parking, ,PPO,Champaign,8540,,AERIAL,I,,6046,,{4843A667-15BD-4906-BF99-04569C88B553}
-9822341.5431436,4881216.34664071,7974,Permit Parking Only,"12"" X 18""", ,Punched Telespar, ,Parking, ,PPO,Champaign,8541,,AERIAL,I,,6047,,{D44C4C46-C7B2-46E0-B2A0-E8DB6D6580A9}
-9822340.78353885,4881100.39889188,7975,Permit Parking Only,"12"" X 18""", ,Streetlight, ,Parking, ,PPO,Champaign,8542,,AERIAL,I,,6127,,{BDEABB72-4BCA-428A-9FB0-06BB12B91774}
-9822307.04704956,4881355.96259717,7976,Permit Parking Only,"12"" X 18""", ,Punched Telespar, ,Parking, ,PPO,Champaign,8543,,AERIAL,I,,6128,,{F0981275-0210-4B31-B3E2-5D3063759803}
-9822307.39001092,4881418.77718682,7977,Permit Parking Only,"12"" X 18""", ,Punched Telespar, ,Parking, ,PPO,Champaign,8545,,AERIAL,I,,6049,,{1667E276-09AF-4AA3-A899-173C1D621DB4}
-9822308.11578106,4881465.43559305,7978,Permit Parking Only,"12"" X 18""", ,Punched Telespar,2014,Parking, ,PPO,Champaign,8546,,AERIAL,I,,6050,,{877E69C9-4252-44BB-BE15-FBB7ACD8A8A1}
-9822307.14700422,4881531.04475055,7979,Permit Parking Only,"12"" X 18""", ,Streetlight, ,Parking, ,PPO,Champaign,8547,,AERIAL,I,,6129,,{1FE6178F-1928-409B-8689-0A00269E54EF}
-9822308.53880813,4881616.23505029,7980,Permit Parking Only,"12"" X 18""", ,Punched Telespar, ,Parking, ,PPO,Champaign,8548,,AERIAL,I,,6051,,{82D74572-7F6F-41AD-9A30-8E00EFE459F2}
-9822508.48624985,4881424.51030609,7981,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1R,Champaign,8549,,AERIAL,I,,6130,,{67CF8658-EDA2-4A77-A214-B535C9AC412D}
-9822508.48624985,4881424.51030609,7982,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1L,Champaign,8550,,AERIAL,I,,6130,,{85FCC748-F306-4675-B824-86B412E1B65E}
-9822495.20311527,4881717.03639043,7983,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,8551,,AERIAL,I,,6015,,{C490835C-E9D0-4732-9125-4B50588372DC}
-9822487.8455927,4881647.65967541,7984,One Way Left,"12"" X 36""", ,Streetlight, ,Regulatory, ,R6-1L,Champaign,8552,,AERIAL,I,,5859,,{F78BCEF1-2C5F-41CD-B3B9-B69A9AA2D90B}
-9822712.58353892,4882756.01761751,7985,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,8553,,GPS,J,,6131,,{1F523138-2C7C-4782-BC88-17EDE1A84C94}
-9822706.08181339,4882712.53773142,7986,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,8554,,AERIAL,J,,5775,,{14867B3D-F5C4-461C-9147-CED01BD16765}
-9822703.98862697,4882573.54617656,7987,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,8555,,AERIAL,J,,6132,,{EE6A3459-7FE7-4044-9CAD-ED5E01038F0D}
-9822703.12134146,4882359.70067524,7988,Stop,"30""", ,Wooden Post,2013,Regulatory, ,R1-1,Champaign,8556,,AERIAL,I,,6133,,{D4ADA15A-4E61-4F23-9AD2-D324F5B74BA3}
-9822674.4605979,4882589.83270594,7989,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,8558,,AERIAL,J,,5785,,{B78DE143-04E1-4FAD-9037-C2F5BF89EFAC}
-9822677.57322179,4882728.71021672,7990,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,8559,,AERIAL,J,,6135,,{17749986-B374-49D9-B2A8-90CFC96C7790}
-9823111.41280725,4882895.19917056,7991,Streetname - Downtown,"8"" X 36""", ,Streetlight, ,Streetname,,N/A,Champaign,8561,,AERIAL,K,20 Chester St,5949,,{D2070CF3-F5D5-430C-9F0A-CFD13CC3E009}
-9823073.83077147,4882983.5776312,7992,Streetname - Downtown,"8"" X 36""", ,Streetlight, ,Streetname,,N/A,Champaign,8562,,AERIAL,K,20 Taylor St,4038,,{3268328E-0BB8-4F76-89F8-3A19E3E763DB}
-9823026.15514649,4882870.88695284,7993,Streetname - Downtown,"8"" X 36""", ,Streetlight, ,Streetname,,N/A,Champaign,8563,,AERIAL,K,100 N Market St,5950,,{DAB4EEDB-14A8-4108-A8C3-BBEFAD99B56F}
-9822928.76075029,4882873.36266353,7994,Streetname - Downtown,"8"" X 36""", ,Streetlight, ,Streetname,,N/A,Champaign,8564,,AERIAL,K,50 E University Ave,6090,,{647E14D5-3EE7-42B6-91DD-A58DFFC20552}
-9822909.26663388,4883033.75522123,7995,Streetname - Honorary,"8"" X 36""", ,Streetlight, ,Streetname, ,N/A,Champaign,8566,,AERIAL,K,REO Speedwagon Way,5766,,{00968557-284C-4E75-B483-2F9B5546CC3F}
-9822909.26663388,4883033.75522123,7996,Streetname - Downtown,"8"" X 36""", ,Streetlight, ,Streetname,,N/A,Champaign,8567,,AERIAL,K,120 N Chestnut St,5766,,{D9D92136-6104-4B05-A121-B2076E07C142}
-9824528.48267296,4883561.59695418,7997,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,8568,,AERIAL,A,,6136,,{E458B484-21C7-4F27-877B-F244AB616679}
-9824508.04008291,4883540.89175599,7998,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8569,,AERIAL,A,,6137,,{60B64C8F-1F9B-4C8E-A4BA-DB2636C5DA53}
-9824507.81821688,4883448.99154366,7999,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8570,,AERIAL,A,,6138,,{1F1A9475-F7F9-4AFF-ACEA-17D1A0906CD5}
-9824495.4091155,4883451.5557835,8000,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8571,,AERIAL,A,,6139,,{EF4A5DEF-5D60-4146-9822-16B76CC6429E}
-9824496.09969595,4883541.08087412,8001,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8572,,AERIAL,A,,6140,,{54991BD0-8F9D-49C8-9215-1A3980949282}
-9824299.56296103,4883484.37587585,8002,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,8573,,AERIAL,A,,6141,,{EEACD785-5CFA-43C9-91F0-6B70CAD0D022}
-9824299.55654697,4883450.93996679,8003,No Parking,"12"" X 18""", ,Punched Telespar,2012,Parking,,R7-1,Champaign,8574,,AERIAL,A,,6142,,{F34DFE1D-A65F-4C18-A296-90CD01951C8B}
-9824287.46342117,4883450.45768365,8004,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,8575,,AERIAL,A,,6143,,{54ABA3E6-A2B4-46C7-806B-1A09B5DA7539}
-9824174.70076618,4883561.58374557,8005,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,8576,,AERIAL,A,,6144,,{25586A32-B727-4665-8F5C-1861174E99A9}
-9823953.71027463,4883384.83947335,8006,No Parking to Corner,"12"" X 18""", ,Streetlight, ,Parking, ,HR7-11,Champaign,8577,,AERIAL,A,,6145,,{4A2D4C76-95A5-4C52-9EE7-03CB080B4B44}
-9823783.29282458,4883302.22891872,8007,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8578,,AERIAL,A,,6146,,{F097C5D6-DBBB-46CB-A825-4E350CFF691C}
-9823784.51618823,4883345.97017778,8008,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,8579,,AERIAL,A,,6147,,{D1C5224E-78FE-41F2-B955-7C6BA08376D6}
-9823770.39440483,4883388.26366987,8009,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8580,,AERIAL,A,,6148,,{7B2A1CC0-1469-4E5F-8580-16A71F124272}
-9824158.9343267,4883574.65697218,8010,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8581,,AERIAL,A,,6149,,{6A3E8BC2-770C-42C4-A55F-9CAC52112700}
-9824280.77984543,4883574.79838065,8011,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8582,,AERIAL,A,,6150,,{FFDDF225-53CC-486F-B02B-641B61AB7E3B}
-9824458.57025967,4883575.37848108,8012,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8583,,AERIAL,A,,6151,,{06B06314-02B2-482B-B7CC-76CE63D14F49}
-9824513.15941027,4883575.56884313,8013,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8584,,AERIAL,A,,6152,,{72017713-B56A-4732-9673-653E8A5C9C81}
-9824632.49283344,4883576.30993461,8014,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8585,,AERIAL,A,,6153,,{9BC123DB-96E8-41DD-BA9A-7C920E6742AF}
-9824758.74168004,4883576.86344534,8015,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8586,,AERIAL,A,,6154,,{C2F7349C-A408-4C37-AC26-2A4EF3DE1F30}
-9824801.30097967,4883704.67374953,8016,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8587,,AERIAL,B,,6155,,{ED43BFD5-741A-44CB-9760-A76D0DAAEFF2}
-9824508.44675568,4883597.48302067,8017,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8588,,AERIAL,A,,6156,,{8469E003-4D98-481F-9E5A-888294D9F0D7}
-9824496.10127308,4883596.54266665,8018,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8589,,AERIAL,A,,6157,,{2855D5CB-ADA5-486A-BBE3-1E489931D79C}
-9824319.13489771,4883698.75501767,8019,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8590,,AERIAL,A,,6158,,{9202CB8D-601A-4699-A2D4-30E3AEF0E9B2}
-9824245.1430166,4883714.21500038,8020,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8591,,AERIAL,A,,6159,,{C4E70F10-BCAE-4F94-8720-D13F95F78522}
-9824343.38145021,4883714.7633723,8021,No Parking,"12"" X 18""", ,Unpunched Telespar,2018,Parking, ,R7-1,Champaign,8592,,AERIAL,A,,5810,,{8C655DF1-BC20-4834-949E-EBAE81DD69AB}
-9824524.09827826,4883715.51301939,8022,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8593,,AERIAL,A,,6160,,{C03720B8-BA8F-42BD-A2F8-A8529C0CE78E}
-9824670.64364591,4883716.43588066,8023,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8594,,AERIAL,A,,6161,,{CB5E8E16-48C7-44EB-8F69-2F71688A7D1D}
-9824786.69071195,4883716.75625021,8024,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,8595,,AERIAL,B,,6162,,{58FBCDAB-234A-48B6-8181-C0D537132DB2}
-9824795.39980116,4883867.82761994,8025,No Parking to Corner,"12"" X 18""", ,Punched Telespar,2013,Parking, ,R7-1,Champaign,8596,,AERIAL,B,,6163,,{D5C1D4FD-ACFC-4D72-845D-80F68B5CD285}
-9824711.90967633,4883868.27249072,8026,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8597,,AERIAL,A,,6164,,{146BEBCC-BC50-4CC0-BF53-F1D61F63C8EB}
-9824590.3525723,4883867.22502873,8027,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8598,,AERIAL,A,,6165,,{E6D5B7EE-1095-4941-AFF4-80F9B0262CAB}
-9821610.94267584,4882350.42810066,8028,MTD Bus Stop,"12"" X 18""", ,Traffic Signal Standard, ,MTD, ,N/A,MTD,8599,,AERIAL,I,,6166,,{52B641C5-5463-445B-B696-7B42BBE7DFE6}
-9821903.33813153,4881973.10513723,8029,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8600,,AERIAL,I,,6167,,{02FEFB64-6057-46FE-BE25-A3A5B22D406C}
-9821803.01694739,4881974.45989742,8030,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8601,,AERIAL,I,,6168,,{035BCFA8-ABCD-43EE-9B47-77A2DF7B595E}
-9821772.68367762,4881944.98378743,8031,No Parking 9pm-5am,"12"" X 18""", ,Streetlight, ,Parking,,R7-2,Champaign,8602,,AERIAL,I,,6169,,{D4E66C00-EF4C-4AFB-A551-7F1EA92B29D7}
-9821771.55647311,4881940.42114586,8032,No Parking 2am-5am police parking only 9pm-5am,"12"" X 18""", ,Meter Post, ,Parking,,R7-2,Champaign,8603,,AERIAL,I,,6170,,{741E2BA2-64FB-4D5A-9FCA-22FC5E8FE1E2}
-9821772.05148619,4881934.40466045,8033,No Parking 2am-5am police parking only 9pm-5am,"12"" X 18""", ,Meter Post, ,Parking,,R7-2,Champaign,8604,,AERIAL,I,,6171,,{6EDA299E-D15E-4612-95B8-50698092E053}
-9821771.48871526,4881925.11185684,8034,No Parking 2am-5am police parking only 9pm-5am,"12"" X 18""", ,Meter Post, ,Parking,,R7-2,Champaign,8605,,AERIAL,I,,6172,,{4F893CF7-DA98-4AD6-AC77-258CF41CFA48}
-9821770.86310783,4881908.36679851,8035,No Parking 2am-5am police parking only 9pm-5am,"12"" X 18""", ,Meter Post,2011,Parking,,R7-2,Champaign,8606,,AERIAL,I,,6173,,{788689D4-7B5D-4547-806D-45915A2E549E}
-9821767.88202438,4881900.87051455,8036,No Parking 2am-5am police parking only 9pm-5am,"12"" X 18""", ,Meter Post, ,Parking,,R7-2,Champaign,8607,,AERIAL,I,,6174,,{F56DAA37-0404-4E26-BEB5-C0C94E7E4460}
-9821770.23834772,4881903.69425027,8037,No Parking 2am-5am police parking only 9pm-5am,"12"" X 18""", ,Meter Post, ,Parking,,R7-2,Champaign,8608,,AERIAL,I,,6175,,{AFC43481-1F86-4CE0-982C-F98DB5D4B252}
-9821770.99666069,4881920.2870001,8038,No Parking 9pm-5am,"12"" X 18""", ,Meter Post, ,Parking,,R7-2,Champaign,8609,,AERIAL,I,,6176,,{968F522A-0E3A-4ECF-BCD4-593F96E89B79}
-9821771.78730896,4881890.2249987,8039,No Parking 9pm-5am,"12"" X 18""", ,Streetlight, ,Parking,,R7-2,Champaign,8610,,AERIAL,I,,6177,,{8D93C572-81D1-4C91-9017-F24549E3521E}
-9821770.6954631,4881836.84452521,8040,No Parking 2am-5am,"12"" X 18""", ,Streetlight, ,Parking, ,R7-2,Champaign,8611,,AERIAL,I,,6178,,{31F00F72-11D6-4D14-B510-0B019FB56E87}
-9821799.25612323,4881815.0958211,8041,No Parking Loading Zone Commercial Vehicles Only,"18"" X 24""", ,Punched Telespar, ,Parking,,R7-6,Champaign,8612,,AERIAL,I,,6179,,{E71D7781-88A4-451B-B834-04905A20D4B8}
-9821799.25612323,4881815.0958211,8042,No Parking 2am-5am,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-2,Champaign,8613,,AERIAL,I,,6179,,{54930152-B6B5-44BB-9F3B-6CF6770B435F}
-9822487.8455927,4881647.65967541,8043,One Way Right,"12"" X 36""", ,Streetlight, ,Regulatory,back to back,R6-1R,Champaign,8614,,AERIAL,I,,5859,,{B2D26428-6731-48A4-BDAA-64B447D20A05}
-9822494.28051043,4881508.34423782,8044,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory, ,R6-1R,Champaign,8615,,AERIAL,I,,6018,,{1DDE657A-A742-4932-BD9E-370DDA766088}
-9822486.0249303,4881448.20201351,8045,One Way Right,"12"" X 36""", ,Punched Telespar,2015,Regulatory,back to back,R6-1R,Champaign,8616,,AERIAL,I,,6180,,{11A0D115-4584-4A25-AE1C-877C9F3C89A0}
-9822486.0249303,4881448.20201351,8046,One Way Left,"12"" X 36""", ,Punched Telespar,2015,Regulatory,back to back,R6-1L,Champaign,8617,,AERIAL,I,,6180,,{15B6EA9A-7233-4BD1-AE7F-17AA7CA96C62}
-9822492.5077753,4881374.8244737,8047,One Way Right,"12"" X 36""", ,Streetlight, ,Regulatory, ,R6-1R,Champaign,8618,,AERIAL,I,,6021,,{903576BF-B76D-4B00-A2FA-7DCF34956CAE}
-9822573.68706706,4881261.26217952,8048,One Way Left,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1L,Champaign,8619,,AERIAL,I,,6181,,{FBC41A14-C5A9-4469-BD9D-F8BE0BDC245C}
-9822573.68706706,4881261.26217952,8049,One Way Right,"12"" X 36""", ,Punched Telespar, ,Regulatory,back to back,R6-1R,Champaign,8620,,AERIAL,I,,6181,,{8C09A287-BEC1-498D-98AF-7005DFEAAB77}
-9822443.8499296,4881096.61410238,8050,One Way Right,"12"" X 36""", ,Streetlight, ,Regulatory,back to back,R6-1R,Champaign,8621,,AERIAL,I,,6032,,{39C220D2-22CE-41D9-AD34-590EEBD89C00}
-9822443.8499296,4881096.61410238,8051,One Way Left,"12"" X 36""", ,Streetlight, ,Regulatory,back to back,R6-1L,Champaign,8622,,AERIAL,I,,6032,,{8CF2CCE5-92F3-4C0A-8345-BA58980202EE}
-9822343.25888252,4881263.58718441,8052,One Way Left,"12"" X 36""", ,Punched Telespar,2018,Regulatory,back to back,R6-1L,Champaign,8623,,AERIAL,I,,6182,,{34416897-E8A4-4731-8A1E-0B9467C9F472}
-9822343.25888252,4881263.58718441,8053,One Way Right,"12"" X 36""", ,Punched Telespar,2018,Regulatory,back to back,R6-1R,Champaign,8624,,AERIAL,I,,6182,,{67EF61B9-03F5-4616-B4BE-2FAB066142AB}
-9822661.41409484,4881427.48982315,8054,25 mph Speed Limit University District,"24"" X 30""", ,Unpunched Telespar, ,Regulatory,,R2-1,Champaign,8625,,AERIAL,I,,5943,,{1B2A22FC-DEB0-4C6D-820C-AC55848989CC}
-9822616.99533756,4881263.09138657,8055,25 mph Speed Limit University District,"24"" X 30""", ,Streetlight, ,Regulatory,,R2-1,Champaign,8626,,AERIAL,I,,6025,,{73DC47F0-1684-45C6-A475-CCE1DDDDF7A4}
-9822507.81111413,4881454.7724368,8056,Stop,"30""", ,Punched Telespar,2019,Regulatory, ,R1-1,Champaign,8627,,AERIAL,I,,6183,,{5C6C31EF-79BF-43EA-B29B-06FEDF5EC4B7}
-9822504.91517771,4881285.80696351,8057,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,8628,,AERIAL,I,,6184,,{F59DAF78-8422-44BF-838C-EEF3D2433539}
-9822487.8455927,4881647.65967541,8058,Stop,"30""",All Way,Streetlight,2015,Regulatory, ,R1-1,Champaign,8629,,AERIAL,I,,5859,,{7FA27F35-E9F7-4D90-B7E9-0EF1CB37665D}
-9822965.42738605,4883052.17886738,8059,Streetname - Downtown,"8"" X 36""", ,Streetlight, ,Streetname,,N/A,Champaign,8630,,AERIAL,K,43 Main St,5955,,{9180C5DB-3D3A-4E26-B2BE-31725D943691}
-9822965.42738605,4883052.17886738,8060,Streetname - Honorary,"8"" X 36""", ,Streetlight, ,Streetname, ,N/A,Champaign,8631,,AERIAL,K,REO Speedwagon Way,5955,,{DE899A32-CF19-4FE3-B23B-CDE191BEB304}
-9823074.49537514,4883087.76048241,8061,Streetname - Honorary,"8"" X 36""", ,Streetlight, ,Streetname, ,N/A,Champaign,8632,,AERIAL,K,REO Speedwagon Way,6185,,{418D124F-DD1D-4DCB-A49F-6F0DE2F9F8F6}
-9823074.49537514,4883087.76048241,8062,Streetname - Downtown,"8"" X 36""", ,Streetlight, ,Streetname,,N/A,Champaign,8633,,AERIAL,K,30 Main St,6185,,{B3ABEE3A-ED3C-4BA8-BF11-077C807492B8}
-9822705.63243774,4882873.86359876,8063,Streetname - Internally Illuminated,"18"" X 72""", ,Traffic Signal Mast Arm, ,Streetname, ,D3-1,Champaign,8635,,AERIAL,J,First St,6186,,{29E02BCF-F143-41FA-A6FE-BB035D3B5F97}
-9822702.48765241,4882841.32205358,8064,Streetname - Internally Illuminated,"18"" X 72""", ,Traffic Signal Mast Arm, ,Streetname, ,D3-1,Champaign,8636,,AERIAL,J,University Ave,6187,,{3D36C977-6CCE-4945-9374-09F084D03A50}
-9822712.58353892,4882756.01761751,8065,Streetname - Assembly,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,8638,,GPS,J,Chester St,6131,,{F03BECDA-4FCC-444A-8199-68A55ECA7DE9}
-9822706.08181339,4882712.53773142,8066,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,8639,,AERIAL,J,S First St,5775,,{D659CE4F-8FCC-4F96-A63C-AB20955874FE}
-9822703.98862697,4882573.54617656,8067,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,8640,,AERIAL,J,S First St,6132,,{5BBD9F44-2E1C-4E72-BA2F-C8870539BEC0}
-9822699.80930597,4882481.96625965,8068,Streetname,"6"" X 30""", ,Streetlight, ,Streetname, ,D3-1,Champaign,8641,,AERIAL,J,S First St,5779,,{9B80841D-31F6-4F00-8DA9-93DF534FB412}
-9822699.90450207,4882378.23529662,8069,Streetname,"6"" X 30""", ,Streetlight, ,Streetname, ,D3-1,Champaign,8642,,AERIAL,J,Marshall St,6188,,{19461132-D8DC-4991-A707-161AE81A9A60}
-9822674.4605979,4882589.83270594,8070,Streetname,"6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,8644,,AERIAL,J,S First St,5785,,{500B3529-603F-4E74-916D-AE26F03FBFBB}
-9822677.57322179,4882728.71021672,8071,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,8645,,AERIAL,J,S First St,6135,,{12312EFC-649C-4B19-B111-D1CE92751C8B}
-9822677.93941526,4882846.58557302,8072,Streetname - Internally Illuminated,"18"" X 72""", ,Traffic Signal Mast Arm, ,Streetname, ,D3-1,Champaign,8646,,AERIAL,J,First St,6093,,{E55F7DFA-5B2C-4502-93E6-A172089D8B6D}
-9822681.74420864,4882881.98019412,8073,Streetname - Internally Illuminated,"18"" X 72""", ,Traffic Signal Mast Arm, ,Streetname, ,D3-1,Champaign,8647,,AERIAL,J,University Ave,6189,,{C11EB1B3-6D04-4776-A15E-79B8B0CDD40A}
-9822350.70425551,4880216.383181,8074,No Parking,"12"" X 18""",$250 Fine,Streetlight, ,Parking,,R7-1,Champaign,8653,,AERIAL,I,,6190,,{A183B43E-29C6-45E4-94A0-834D997DCB69}
-9822480.18659522,4880213.90727207,8075,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,8654,,AERIAL,I,,6191,,{9D3E0666-E020-4409-ABEA-6658810D4CFD}
-9822547.74011608,4880213.58767356,8076,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,8655,,AERIAL,I,,6192,,{799A00BA-9540-4348-A237-CCF05BFBD0E0}
-9822616.61035617,4880214.13222383,8077,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,8656,,AERIAL,I,,6193,,{33C0555F-B6F2-42AA-B2E6-E452CAD892F1}
-9822311.57659304,4880190.32984871,8078,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,8657,,AERIAL,I,,6194,,{686F1C12-6F54-4295-8EAB-F9D389FDEF73}
-9821671.11860994,4880223.90668291,8079,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,8658,,AERIAL,I,,6195,,{09C1A19E-B865-4B96-80E8-D69A8E0B0D98}
-9821873.98204037,4880221.35400424,8080,No Parking,"12"" X 18""", ,U-Channel, ,Parking,,R7-1,Champaign,8659,,AERIAL,I,,6196,,{C9A8FA47-245B-450D-B72E-7AB816D22AAA}
-9821994.06305465,4880220.65142518,8081,No Parking,"12"" X 18""", ,U-Channel, ,Parking,,R7-1,Champaign,8660,,AERIAL,I,,6197,,{8D5928BC-34FA-4F85-A050-279C6CEF6A72}
-9824521.07679768,4883867.64518646,8082,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,8662,,AERIAL,A,,5813,,{9137F395-6C26-4CF3-8C65-3C72AB8B3170}
-9824412.77813722,4883867.26121924,8083,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8663,,AERIAL,A,,6198,,{0E4E09D1-3E69-477B-9103-631D3173E438}
-9824344.22574512,4883866.94471189,8084,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,8664,,AERIAL,A,,6199,,{A9B234FE-884A-47D1-AE3B-5D8E4E6E219D}
-9824805.30010919,4883964.61529164,8085,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,8665,,AERIAL,B,,5815,,{A363F785-1AAA-4D5A-8838-F5526A0C13EB}
-9824805.24023699,4883977.17193661,8086,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8666,,AERIAL,B,,6200,,{261B7D96-1D00-4967-88FA-8D2277800AD8}
-9824740.38653143,4883977.82476666,8087,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8667,,AERIAL,A,,6201,,{978990C2-01E5-49C2-A040-AE06D0E4F2EF}
-9824675.45283568,4883977.17460929,8088,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8668,,AERIAL,A,,6202,,{6B905979-00FE-45C5-BD5F-362F171F3EF6}
-9824612.45159326,4883977.02434047,8089,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8669,,AERIAL,A,,6203,,{AFB67CA0-2083-41DE-9DE1-DD0E46F8CECA}
-9824542.1488454,4883977.09380911,8090,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8670,,AERIAL,A,,6204,,{BA9A7BF4-2EA4-4BCA-9B85-378AE3955293}
-9824469.35456298,4883976.80957121,8091,No Parking,"12"" X 18""", ,Streetlight, ,Parking, ,R7-1,Champaign,8671,,AERIAL,A,,6205,,{D448D46A-A012-473A-A816-F78AD355AAF9}
